trading_day_id,dow,hour,side,asia_quartile,contain_streak,resolve_streak,asia_contains_prev_ny,asia_resolves_prev_ny
2021-01-14,Friday,1,down_sweep,Q3,2.0,0.0,True,False
2021-01-28,Friday,1,down_sweep,Q4,4.0,0.0,True,False
2021-02-09,Wednesday,1,up_sweep,Q2,2.0,0.0,True,False
2021-03-16,Wednesday,1,up_sweep,Q3,2.0,0.0,True,False
2021-03-30,Wednesday,1,down_sweep,Q2,2.0,0.0,True,False
2021-03-31,Thursday,1,down_sweep,Q2,3.0,0.0,True,False
2021-04-08,Friday,1,down_sweep,Q1,2.0,0.0,True,False
2021-05-04,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2021-05-06,Friday,1,down_sweep,Q2,4.0,0.0,True,False
2021-05-13,Friday,1,up_sweep,Q2,2.0,0.0,True,False
2021-05-18,Wednesday,1,up_sweep,Q3,2.0,0.0,True,False
2021-05-25,Wednesday,1,up_sweep,Q2,2.0,0.0,True,False
2021-06-08,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2021-06-15,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2021-06-22,Wednesday,1,down_sweep,Q3,2.0,0.0,True,False
2021-06-23,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2021-06-24,Friday,1,up_sweep,Q1,4.0,0.0,True,False
2021-06-29,Wednesday,1,down_sweep,Q2,2.0,0.0,True,False
2021-06-30,Thursday,1,down_sweep,Q3,3.0,0.0,True,False
2021-07-06,Wednesday,1,up_sweep,Q2,2.0,0.0,True,False
2021-07-07,Thursday,1,up_sweep,Q2,3.0,0.0,True,False
2021-07-08,Friday,1,down_sweep,Q3,4.0,0.0,True,False
2021-07-15,Friday,1,down_sweep,Q1,2.0,0.0,True,False
2021-07-20,Wednesday,1,down_sweep,Q1,2.0,0.0,True,False
2021-07-21,Thursday,1,up_sweep,Q1,3.0,0.0,True,False
2021-07-22,Friday,1,down_sweep,Q2,4.0,0.0,True,False
2021-07-28,Thursday,1,up_sweep,Q1,3.0,0.0,True,False
2021-08-03,Wednesday,1,up_sweep,Q2,2.0,0.0,True,False
2021-08-11,Thursday,1,up_sweep,Q1,2.0,0.0,True,False
2021-08-12,Friday,1,up_sweep,Q1,3.0,0.0,True,False
2021-08-24,Wednesday,1,down_sweep,Q4,2.0,0.0,True,False
2021-08-25,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2021-08-31,Wednesday,1,down_sweep,Q2,2.0,0.0,True,False
2021-09-01,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2021-09-08,Thursday,1,down_sweep,Q1,2.0,0.0,True,False
2021-09-09,Friday,1,up_sweep,Q1,3.0,0.0,True,False
2021-09-15,Thursday,1,down_sweep,Q1,3.0,0.0,True,False
2021-09-16,Friday,1,up_sweep,Q1,4.0,0.0,True,False
2021-09-21,Wednesday,1,up_sweep,Q1,2.0,0.0,True,False
2021-09-29,Thursday,1,up_sweep,Q1,2.0,0.0,True,False
2021-10-21,Friday,1,up_sweep,Q1,2.0,0.0,True,False
2021-10-27,Thursday,1,up_sweep,Q3,3.0,0.0,True,False
2021-10-28,Friday,1,down_sweep,Q2,4.0,0.0,True,False
2021-11-04,Friday,1,up_sweep,Q2,2.0,0.0,True,False
2021-11-09,Wednesday,1,down_sweep,Q1,2.0,0.0,True,False
2021-11-16,Wednesday,1,down_sweep,Q3,2.0,0.0,True,False
2021-11-25,Friday,1,up_sweep,Q4,2.0,0.0,True,False
2021-12-09,Friday,1,up_sweep,Q2,2.0,0.0,True,False
2021-12-14,Wednesday,1,up_sweep,Q3,2.0,0.0,True,False
2021-12-15,Thursday,1,up_sweep,Q2,3.0,0.0,True,False
2021-12-16,Friday,1,up_sweep,Q4,4.0,0.0,True,False
2021-12-21,Wednesday,1,down_sweep,Q3,2.0,0.0,True,False
2021-12-23,Friday,1,up_sweep,Q1,4.0,0.0,True,False
2021-12-29,Thursday,1,down_sweep,Q4,3.0,0.0,True,False
2021-12-30,Friday,1,down_sweep,Q2,4.0,0.0,True,False
